Cases
3
5
4
7
5
4
5
0
8
7
5
8
13
8
9
11
3
6
3
10
8
9
5
7
20
13
6
16
9
23
25
19
13
20
14
8
13
8
13
9
17
14
12
11
18
18
10
19
6
12
10
24
