Cases
4
5
5
5
4
5
6
2
4
4
5
7
7
2
4
4
1
4
4
5
2
4
4
2
5
5
2
6
11
5
4
7
12
15
7
8
13
8
13
1
7
9
12
8
5
3
6
4
5
6
7
4
