Cases
4
4
2
4
15
3
9
4
5
10
6
5
18
8
8
4
9
1
5
8
8
6
9
13
13
12
17
12
10
13
25
18
32
26
7
11
17
11
15
7
14
8
8
9
11
12
5
13
11
5
5
7
