Cases
15
5
9
8
12
20
8
11
8
16
19
16
14
7
15
11
8
8
20
25
15
8
18
7
22
16
11
18
7
12
15
12
18
17
8
6
9
21
7
8
2
6
8
6
8
6
4
18
6
8
3
11
