Cases
4
6
3
3
4
2
4
4
4
2
6
4
7
2
3
7
3
5
8
5
2
9
7
4
16
13
6
16
10
3
3
7
7
8
9
3
7
11
10
7
10
7
4
9
7
3
3
11
3
3
3
7
