Cases
0
0
0
0
1
0
0
0
0
0
1
0
0
0
0
0
1
1
0
0
0
0
1
0
0
0
1
1
0
0
1
1
2
0
1
1
2
1
2
8
1
19
1
1
0
0
8
0
0
0
3
1
0
0
1
0
0
1
0
1
1
1
0
0
2
0
2
3
2
0
4
3
3
1
4
1
2
0
2
0
6
2
1
1
1
0
2
0
0
2
7
0
1
2
0
0
0
0
0
0
0
3
0
1
0
0
0
0
0
1
1
0
0
0
1
1
1
2
0
2
0
1
1
1
1
0
1
5
1
1
1
2
3
1
1
0
0
3
0
0
1
4
0
1
1
0
21
1
0
4
5
0
1
5
0
0
0
0
0
0
1
0
1
2
1
0
1
1
5
0
1
0
3
1
1
0
1
0
1
1
3
1
3
3
3
2
1
3
2
1
4
4
4
1
4
1
10
3
1
0
7
4
1
4
1
2
5
0
0
1
0
2
0
0
1
0
0
0
2
0
0
0
0
2
0
0
1
1
1
2
3
3
4
3
1
3
3
9
5
4
2
3
8
6
7
7
8
8
7
5
3
7
3
6
1
1
0
8
0
0
0
1
1
1
2
6
2
0
2
6
1
2
3
2
1
3
4
0
0
3
4
3
1
3
5
1
3
6
1
2
11
4
6
3
2
0
4
6
2
2
3
14
4
4
4
4
1
6
6
2
3
2
0
0
3
0
2
2
1
0
2
0
1
0
0
0
5
1
12
29
6
15
2
1
3
4
4
17
2
5
5
2
2
10
5
2
2
2
2
2
10
6
5
8
3
0
5
6
1
10
8
4
6
1
1
0
0
0
1
3
2
0
3
2
0
0
6
3
0
1
1
2
10
5
15
4
4
4
5
0
3
6
5
6
9
3
2
1
5
12
1
0
3
3
2
1
4
6
5
9
6
20
32
6
10
2
0
4
3
5
9
9
12
10
7
8
13
14
11
5
1
5
7
3
6
12
7
11
16
8
7
5
14
15
19
18
3
17
21
18
8
4
10
3
2
5
2
5
4
12
9
4
7
3
2
2
9
2
3
2
3
1
8
3
4
0
4
4
11
12
3
1
5
10
4
4
0
6
2
9
0
18
34
0
10
13
9
7
3
4
6
13
14
1
4
7
6
11
19
7
3
9
14
0
1
6
2
6
5
5
1
1
2
10
5
1
0
5
0
9
1
0
1
6
1
4
3
3
11
4
5
1
3
6
8
8
10
14
9
11
2
6
14
2
9
10
4
10
7
4
13
4
6
10
8
0
5
8
3
6
1
4
1
0
1
2
1
1
0
0
1
2
1
1
4
1
1
5
1
2
1
1
2
2
4
5
5
2
0
2
6
8
7
13
5
2
9
7
6
12
7
3
2
9
8
12
8
7
0
3
8
5
5
1
1
5
3
4
4
1
6
1
3
6
5
10
7
7
6
11
12
5
6
4
9
1
6
6
11
50
13
5
5
7
7
6
6
7
3
0
3
7
9
7
6
3
5
4
5
7
0
2
2
4
0
0
