Cases
3
9
2
2
4
2
3
0
0
3
1
3
0
0
2
1
5
3
7
4
1
1
7
6
9
2
3
19
5
9
4
9
18
12
7
9
20
8
7
3
3
4
4
3
5
6
6
9
5
4
6
10
3
8
3
5
3
6
4
4
7
3
9
6
10
7
10
7
11
3
7
7
4
11
6
10
14
1
14
5
3
35
13
20
11
12
15
9
14
4
21
15
7
5
14
14
9
7
14
7
13
26
7
12
4
4
2
4
15
3
9
4
5
10
6
5
18
8
8
4
9
1
5
8
8
6
9
13
13
12
17
12
10
13
25
18
32
26
7
11
17
11
15
7
14
8
8
9
11
12
5
13
11
5
5
7
19
8
2
3
7
5
11
4
7
4
14
6
11
4
4
8
4
4
14
10
10
11
2
5
5
12
1
14
4
6
7
14
11
7
7
10
8
11
11
8
8
14
6
9
7
6
3
9
5
9
7
4
3
5
4
7
5
4
5
0
8
7
5
8
13
8
9
11
3
6
3
10
8
9
5
7
20
13
6
16
9
23
25
19
13
20
14
8
13
8
13
9
17
14
12
11
18
18
10
19
6
12
10
24
15
5
9
8
12
20
8
11
8
16
19
16
14
7
15
11
8
8
20
25
15
8
18
7
22
16
11
18
7
12
15
12
18
17
8
6
9
21
7
8
2
6
8
6
8
6
4
18
6
8
3
11
6
6
8
5
7
5
11
4
3
8
6
5
3
7
8
0
0
6
6
9
2
13
5
11
10
10
8
10
5
9
12
13
6
16
11
7
8
2
3
7
8
7
5
7
7
4
61
33
14
9
5
3
2
3
6
6
5
1
4
3
6
8
1
4
4
3
12
12
9
4
6
8
8
5
7
11
5
9
5
12
5
9
9
13
15
7
8
4
9
5
8
11
10
3
8
4
3
9
2
3
2
9
6
8
5
4
9
8
4
3
5
6
2
9
6
0
6
11
1
5
12
5
10
4
1
3
10
11
5
8
2
10
10
4
7
14
14
13
12
3
7
11
8
7
6
6
7
6
3
12
7
7
11
7
5
0
4
6
3
3
4
2
4
4
4
2
6
4
7
2
3
7
3
5
8
5
2
9
7
4
16
13
6
16
10
3
3
7
7
8
9
3
7
11
10
7
10
7
4
9
7
3
3
11
3
3
3
7
4
5
5
5
4
5
6
2
4
4
5
7
7
2
4
4
1
4
4
5
2
4
4
2
5
5
2
6
11
5
4
7
12
15
7
8
13
8
13
1
7
9
12
8
5
3
6
4
5
6
7
4
2
6
4
1
2
5
4
2
2
2
4
1
11
3
1
2
1
4
5
5
2
1
8
4
6
3
2
0
5
1
0
0
0
5
2
3
3
7
1
1
0
1
3
0
4
1
1
2
0
0
4
0
1
4
5
1
6
13
1
15
8
6
6
8
5
18
6
11
5
11
4
9
5
6
13
6
8
18
8
5
10
11
4
7
13
7
10
19
15
13
13
7
12
5
7
18
9
6
0
12
14
7
5
8
