Cases
0
6
0
4
4
2
0
0
4
3
2
3
2
0
4
1
3
4
2
1
2
1
7
2
6
2
1
8
6
10
9
3
8
16
11
9
3
10
8
10
4
7
13
2
8
0
4
8
9
10
10
3
0
3
3
5
2
1
4
0
3
1
3
1
4
5
7
2
5
9
6
8
1
3
9
7
7
9
6
7
6
12
8
21
16
8
9
5
7
24
3
17
21
10
15
6
7
11
4
2
3
2
2
0
0
1
1
7
3
0
7
0
5
3
1
3
1
5
10
0
3
4
5
8
5
4
11
10
19
10
7
25
22
2
15
15
16
7
7
3
10
5
2
16
16
3
4
6
8
1
9
2
11
2
5
1
2
6
4
1
3
2
3
3
2
3
3
4
7
3
7
7
7
9
7
5
12
3
7
14
13
14
11
26
15
15
15
5
19
26
11
10
4
14
8
18
23
3
1
3
3
2
4
1
3
4
1
4
0
2
4
1
2
2
2
1
2
1
2
2
4
2
4
5
7
9
33
5
7
5
7
6
9
9
6
8
7
7
10
4
3
1
7
4
10
10
3
10
8
8
3
8
1
2
3
5
10
6
1
3
3
0
2
0
3
1
1
2
2
3
4
2
5
4
4
1
3
4
5
4
5
7
9
15
4
11
9
14
10
12
10
10
7
14
13
10
7
5
11
8
9
3
24
12
8
8
4
1
6
5
4
3
2
3
1
2
6
2
1
3
2
1
0
1
2
4
12
4
12
9
4
6
6
5
6
2
2
9
3
8
7
5
8
5
8
7
6
7
6
14
11
4
1
0
4
3
4
0
1
2
0
0
0
1
1
11
3
2
1
2
0
0
0
0
3
0
3
1
0
0
2
4
10
8
3
5
10
8
14
9
3
8
5
8
10
5
16
0
0
0
3
3
5
3
6
2
6
2
2
2
0
0
2
1
2
0
0
1
0
1
0
3
1
2
0
0
2
0
3
0
4
0
0
1
0
1
0
5
5
1
0
3
4
6
3
5
0
5
2
3
1
2
0
0
1
1
2
5
6
9
5
1
0
2
3
1
1
0
0
1
6
3
2
2
1
2
0
1
3
4
1
0
1
3
1
1
2
0
2
2
2
5
2
2
5
1
4
4
2
2
5
1
2
0
2
0
2
0
0
0
0
0
2
0
0
0
0
0
0
0
2
2
2
0
1
2
0
2
1
0
2
1
0
0
1
4
2
1
5
6
3
1
1
1
3
5
2
0
5
3
1
0
1
2
3
4
2
1
0
0
1
0
3
2
3
1
0
7
1
2
2
0
1
1
3
4
2
1
2
2
4
1
3
6
3
4
9
8
7
6
1
5
4
9
11
10
10
20
7
12
10
6
11
25
16
7
11
4
2
2
1
2
6
0
5
5
2
5
5
6
5
6
5
0
3
3
4
1
3
1
2
2
1
3
3
11
6
8
5
5
5
11
2
14
3
11
17
18
8
17
15
14
20
20
21
5
9
9
13
5
6
5
6
5
14
12
5
8
5
1
0
3
12
2
1
4
