Cases
0
2
0
0
7
1
2
0
2
0
0
1
2
1
3
2
7
2
4
4
8
5
4
0
3
10
4
9
7
14
14
14
19
10
4
3
9
15
15
12
9
10
18
10
1
0
3
3
4
6
5
2
0
0
0
0
1
0
3
7
0
2
2
2
2
0
5
7
3
6
8
3
11
4
1
3
8
9
10
5
4
10
7
6
5
11
20
15
4
13
12
15
10
10
14
10
6
7
9
7
7
10
0
6
0
1
1
0
0
1
4
0
1
1
7
1
0
4
2
5
3
8
3
5
0
5
5
2
15
13
8
7
4
14
17
12
9
27
10
5
15
22
25
20
50
15
16
24
19
36
18
16
6
16
3
4
5
1
1
6
4
4
5
3
3
6
8
2
11
3
4
2
2
4
11
2
6
12
4
5
5
12
9
12
19
9
11
10
21
17
15
20
23
18
28
26
2
17
20
17
7
7
15
1
10
5
11
8
0
0
2
4
2
11
3
3
1
5
11
4
4
7
4
14
25
6
5
7
10
6
7
24
5
18
14
18
38
9
28
14
20
17
6
16
24
24
9
22
28
32
20
16
9
16
8
14
17
16
8
21
13
4
2
8
6
3
5
5
2
1
6
4
9
6
8
9
6
8
7
8
12
14
13
2
19
19
10
7
9
10
12
15
4
20
4
10
21
1
7
23
17
12
18
10
9
15
8
10
17
15
1
6
0
4
0
0
3
4
1
2
4
3
0
6
0
6
3
5
4
6
0
3
1
12
1
15
2
3
2
6
3
12
14
9
17
14
6
19
25
3
12
2
25
4
5
17
7
10
6
1
5
5
3
7
0
0
1
3
8
2
2
3
3
7
4
6
3
5
0
2
10
11
7
5
5
5
20
4
16
12
7
14
15
15
23
25
21
18
20
3
26
17
42
17
22
31
10
22
12
13
7
8
3
2
12
8
1
0
0
1
5
5
0
1
2
10
4
4
4
2
1
9
0
13
5
2
6
2
18
4
5
10
3
5
1
24
14
7
9
8
13
0
5
1
38
3
10
13
21
5
16
14
1
0
23
5
8
0
2
2
1
3
2
0
0
2
0
5
7
6
9
2
1
0
0
3
2
0
35
3
1
0
8
37
8
18
31
2
7
7
40
14
31
4
8
2
57
4
1
5
23
23
4
3
2
1
2
1
1
14
1
0
2
2
0
0
0
0
2
1
2
1
4
22
8
3
5
2
1
1
1
0
0
37
1
12
2
8
6
6
17
9
8
11
3
23
0
48
6
7
2
15
6
3
27
9
2
2
12
6
9
0
20
20
21
21
21
22
22
23
23
23
23
23
23
22
22
23
23
23
23
22
22
22
22
21
22
22
23
23
23
22
22
23
22
22
23
23
23
24
23
23
23
24
23
24
24
25
25
24
25
8
8
8
0
0
1
0
1
0
0
1
0
3
0
1
2
0
0
2
1
0
0
0
1
0
4
4
2
3
0
0
3
0
7
10
2
2
4
5
7
5
2
1
3
2
8
14
3
2
3
9
0
2
2
0
0
0
0
1
3
1
0
1
2
1
1
4
3
2
9
2
4
7
7
7
4
1
4
8
4
3
8
9
15
16
17
7
25
12
17
6
2
5
5
14
8
3
6
9
6
1
4
4
0
5
4
1
0
0
1
8
4
4
3
3
0
5
2
2
5
4
2
5
4
2
2
2
5
4
5
9
7
3
10
5
5
9
8
6
9
13
10
4
14
16
11
8
16
1
7
9
5
4
4
7
0
2
3
2
0
0
0
1
11
15
6
6
1
2
2
0
2
1
3
2
0
3
1
5
3
1
12
3
4
2
2
4
8
4
8
6
4
11
3
1
15
3
8
7
6
3
3
3
3
3
0
0
1
1
0
4
0
2
1
3
0
0
1
0
3
3
1
1
0
3
0
3
4
6
1
3
1
1
2
11
7
13
2
13
20
10
8
1
20
15
3
4
4
12
11
6
6
6
12
6
7
4
4
2
4
4
2
3
1
0
3
0
3
1
0
0
6
3
0
1
2
3
4
13
3
6
4
6
0
0
5
16
7
3
3
12
10
8
7
13
4
9
5
4
5
5
14
4
3
3
3
7
3
1
6
2
0
3
0
2
1
0
1
1
3
0
1
1
1
1
1
5
1
3
0
3
2
3
4
1
2
1
2
2
4
6
7
2
3
6
4
3
3
10
4
14
8
6
4
1
0
0
13
3
0
1
1
4
2
0
1
0
0
0
0
0
5
1
1
1
5
3
0
