Cases
2
3
6
6
5
1
4
3
6
8
1
4
4
3
12
12
9
4
6
8
8
5
7
11
5
9
5
12
5
9
9
13
15
7
8
4
9
5
8
11
10
3
8
4
3
9
2
3
2
9
6
8
