symptoms of e coli,coli,signs of e coli,e coli symptoms,e coli,Cases
1.0,5.333333333333333,0.0,1.0,5.0,1.0
0.0,13.0,0.0,0.0,6.333333333333332,0.0
0.0,11.666666666666664,0.0,0.0,6.333333333333332,0.0
0.0,7.666666666666668,0.0,0.0,2.0,0.0
0.0,6.333333333333332,0.0,0.0,4.0,0.0
0.0,6.666666666666668,0.0,0.0,5.333333333333333,0.0
0.0,9.666666666666666,0.0,0.0,6.0,0.0
0.0,6.333333333333332,0.0,0.0,0.6666666666666666,0.0
0.0,9.333333333333334,0.0,1.6666666666666667,6.333333333333332,0.0
1.3333333333333333,11.666666666666664,0.0,1.3333333333333333,6.666666666666668,0.0
0.0,8.666666666666666,0.0,0.0,4.666666666666667,0.0
0.0,9.333333333333334,0.0,0.0,6.333333333333332,0.0
0.0,12.0,0.0,0.0,4.333333333333333,0.0
0.0,11.0,0.0,1.0,5.666666666666668,0.0
0.0,7.333333333333332,0.0,0.0,3.6666666666666665,0.0
0.0,10.0,0.0,0.0,8.333333333333334,0.0
0.0,6.333333333333332,0.0,0.0,3.6666666666666665,0.0
0.0,7.333333333333332,0.0,0.0,3.333333333333333,0.0
0.0,10.333333333333334,0.0,0.0,5.0,0.0
0.0,6.0,0.0,0.0,1.6666666666666667,3.0
0.0,12.666666666666664,0.0,0.0,4.666666666666667,0.0
0.0,8.333333333333334,0.0,0.0,6.666666666666668,5.0
0.0,9.666666666666666,0.0,1.6666666666666667,2.6666666666666665,3.0
0.0,6.333333333333332,0.0,1.0,1.3333333333333333,12.0
0.0,8.333333333333334,0.0,1.0,2.6666666666666665,5.0
0.0,7.666666666666668,0.0,0.0,3.6666666666666665,5.0
0.0,9.666666666666666,0.0,0.0,7.333333333333332,7.0
0.0,14.333333333333336,0.0,0.0,4.666666666666667,5.0
0.0,8.0,0.0,1.6666666666666667,3.333333333333333,5.0
0.0,6.333333333333332,0.0,0.0,2.333333333333333,1.0
0.0,9.333333333333334,0.0,0.0,6.0,5.0
0.0,10.0,0.0,1.3333333333333333,3.6666666666666665,5.0
0.0,7.666666666666668,0.0,0.0,4.333333333333333,5.0
0.0,6.666666666666668,0.0,0.0,3.333333333333333,6.0
1.3333333333333333,69.33333333333333,0.0,5.333333333333333,45.0,15.0
1.3333333333333333,82.33333333333333,0.0,13.333333333333336,58.66666666666666,4.0
2.0,26.66666666666667,1.3333333333333333,4.666666666666667,18.33333333333333,4.0
0.0,19.666666666666668,0.0,1.3333333333333333,8.0,8.0
0.0,26.33333333333333,0.0,0.6666666666666666,15.0,3.0
1.3333333333333333,12.666666666666664,0.0,1.3333333333333333,6.333333333333332,3.0
0.0,12.666666666666664,0.0,0.0,5.666666666666668,6.0
0.0,16.0,0.0,1.3333333333333333,6.666666666666668,5.0
0.0,12.0,0.0,0.0,4.333333333333333,2.0
0.0,12.666666666666664,0.0,1.3333333333333333,8.0,1.0
0.0,7.0,0.0,0.0,5.333333333333333,1.0
0.0,11.0,0.0,0.0,6.666666666666668,1.0
4.0,88.66666666666669,1.0,11.0,59.33333333333334,2.0
2.0,35.666666666666664,0.0,6.0,21.66666666666667,21.0
0.0,15.333333333333336,0.0,2.333333333333333,10.666666666666666,63.0
1.0,9.333333333333334,0.0,2.333333333333333,9.0,4.0
0.0,12.666666666666664,0.0,0.6666666666666666,7.0,2.0
0.0,47.66666666666666,0.0,3.333333333333333,28.66666666666667,0.0
0.0,35.333333333333336,0.0,0.0,16.666666666666668,2.0
0.0,35.333333333333336,0.0,0.0,17.333333333333332,2.0
4.333333333333333,34.333333333333336,0.0,7.666666666666668,25.66666666666667,4.0
0.0,41.66666666666666,0.0,4.666666666666667,19.666666666666668,0.0
0.0,34.0,0.0,0.0,15.333333333333336,1.0
0.0,40.0,0.0,0.0,19.33333333333333,5.0
0.0,58.0,0.0,0.0,32.0,1.0
0.0,28.66666666666667,0.0,7.333333333333332,16.666666666666668,2.0
0.0,35.666666666666664,0.0,0.0,11.0,1.0
0.0,42.333333333333336,0.0,0.0,18.33333333333333,3.0
0.0,53.66666666666666,0.0,0.0,34.0,1.0
0.0,29.33333333333333,0.0,0.0,16.333333333333332,5.0
4.333333333333333,49.66666666666666,0.0,7.666666666666668,18.33333333333333,5.0
3.0,57.66666666666666,0.0,6.0,30.33333333333333,5.0
0.0,41.66666666666666,0.0,3.0,24.33333333333333,8.0
0.0,59.66666666666666,0.0,3.0,14.0,3.0
0.0,31.0,0.0,0.0,13.0,2.0
3.0,33.0,0.0,6.0,20.666666666666668,1.0
0.0,39.0,0.0,0.0,17.0,3.0
0.0,32.666666666666664,0.0,4.333333333333333,22.66666666666667,0.0
0.0,50.0,0.0,0.0,14.666666666666664,0.0
0.0,35.666666666666664,0.0,9.666666666666666,29.0,3.0
3.333333333333333,34.333333333333336,0.0,3.333333333333333,17.0,2.0
0.0,26.33333333333333,0.0,3.0,15.0,4.0
0.0,25.0,0.0,4.333333333333333,19.666666666666668,10.0
0.0,43.33333333333334,0.0,0.0,18.0,4.0
0.0,25.0,0.0,0.0,14.666666666666664,5.0
0.0,33.333333333333336,0.0,12.0,23.66666666666667,8.0
3.0,27.33333333333333,0.0,6.0,18.33333333333333,8.0
0.0,25.66666666666667,0.0,0.0,12.0,9.0
0.0,29.66666666666667,0.0,0.0,16.333333333333332,9.0
0.0,32.333333333333336,0.0,3.0,16.666666666666668,15.0
0.0,36.0,0.0,3.6666666666666665,16.666666666666668,13.0
0.0,26.0,0.0,6.0,15.666666666666664,10.0
0.0,34.666666666666664,0.0,0.0,19.666666666666668,11.0
0.0,57.66666666666666,0.0,6.333333333333332,35.0,13.0
0.0,56.66666666666666,3.333333333333333,2.6666666666666665,26.33333333333333,9.0
0.0,73.33333333333333,0.0,3.6666666666666665,37.66666666666666,2.0
5.0,51.33333333333334,0.0,7.666666666666668,18.666666666666668,0.0
0.0,34.0,0.0,0.0,17.0,5.0
2.333333333333333,41.333333333333336,0.0,2.333333333333333,17.0,13.0
2.6666666666666665,53.66666666666666,0.0,5.0,25.33333333333333,5.0
2.333333333333333,56.33333333333334,0.0,15.333333333333336,33.666666666666664,4.0
0.0,50.0,0.0,4.666666666666667,26.0,5.0
0.0,40.333333333333336,0.0,0.0,23.33333333333333,5.0
0.0,27.66666666666667,0.0,0.0,16.0,1.0
2.333333333333333,48.0,0.0,4.666666666666667,21.33333333333333,7.0
0.0,25.33333333333333,0.0,0.0,11.333333333333336,5.0
2.333333333333333,18.33333333333333,0.0,2.333333333333333,7.0,5.0
3.333333333333333,17.0,0.0,3.333333333333333,6.333333333333332,3.0
0.0,17.0,0.0,0.0,8.666666666666666,1.0
0.0,35.0,0.0,0.0,20.666666666666668,0.0
0.0,58.33333333333334,0.0,3.333333333333333,27.66666666666667,5.0
0.0,37.333333333333336,0.0,0.0,14.666666666666664,3.0
0.0,67.66666666666667,0.0,0.0,24.0,3.0
0.0,39.66666666666666,0.0,2.6666666666666665,18.666666666666668,4.0
4.0,54.33333333333334,4.0,7.333333333333332,29.33333333333333,9.0
0.0,53.66666666666666,0.0,2.6666666666666665,37.0,1.0
0.0,48.0,0.0,3.333333333333333,37.66666666666666,3.0
0.0,49.66666666666666,0.0,0.0,17.333333333333332,3.0
0.0,52.0,0.0,3.333333333333333,33.333333333333336,1.0
0.0,56.0,0.0,3.6666666666666665,21.0,2.0
3.6666666666666665,43.66666666666666,0.0,3.6666666666666665,28.33333333333333,2.0
0.0,54.66666666666666,0.0,0.0,12.333333333333336,193.0
