Cases
6
1
2
4
4
7
4
4
7
0
3
3
1
6
3
9
8
8
9
12
11
5
7
12
4
10
6
14
21
10
17
15
12
16
8
8
11
12
15
12
5
9
8
11
10
8
3
12
9
11
5
4
