Cases
0
4
6
2
3
4
1
1
3
2
4
1
4
5
4
4
4
4
2
2
6
2
13
6
11
5
6
9
10
13
15
15
15
8
18
5
6
4
7
8
9
8
5
3
3
3
5
8
5
5
2
2
