Cases
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3
0
5
3
12
5
5
7
5
5
1
5
5
5
6
15
4
4
8
3
3
6
5
2
1
1
1
2
21
63
4
2
0
2
2
4
0
1
5
1
2
1
3
1
5
5
5
8
3
2
1
3
0
0
3
2
4
10
4
5
8
8
9
9
15
13
10
11
13
9
2
0
5
13
5
4
5
5
1
7
5
5
3
1
0
5
3
3
4
9
1
3
3
1
2
2
193
49
2
5
1
3
3
3
5
2
3
6
8
2
6
10
17
6
8
11
5
18
7
2
7
7
5
5
7
0
4
9
1
4
5
1
6
3
2
2
1
1
1
2
2
2
0
3
4
5
0
3
2
2
2
1
0
0
3
4
0
1
3
0
4
5
3
3
5
6
5
9
0
55
51
5
5
6
8
9
3
3
7
2
3
3
3
4
3
4
1
0
1
0
1
3
1
1
4
2
0
2
3
2
0
5
6
9
23
3
1
5
7
3
4
2
9
9
10
10
7
12
17
12
7
9
6
6
13
5
6
7
6
3
6
5
3
3
6
5
4
4
5
0
0
4
6
2
3
4
1
1
3
2
4
1
4
5
4
4
4
4
2
2
6
2
13
6
11
5
6
9
10
13
15
15
15
8
18
5
6
4
7
8
9
8
5
3
3
3
5
8
5
5
2
2
0
1
2
1
1
2
0
2
1
4
4
2
1
5
3
4
6
5
4
5
7
4
2
4
10
5
7
10
4
7
7
14
16
11
12
3
8
8
10
8
6
9
11
16
8
13
9
2
4
0
6
2
0
1
0
0
0
1
1
2
6
1
1
4
4
4
5
5
6
7
5
14
5
5
13
13
8
10
6
14
13
14
15
4
9
11
11
14
6
5
11
6
8
10
9
7
7
5
4
7
4
11
7
1
2
2
2
2
4
2
2
3
4
1
8
2
4
5
0
2
3
8
6
3
3
8
9
5
6
16
7
9
2
10
15
9
11
8
7
9
18
6
8
8
6
7
6
2
8
5
9
5
3
5
2
5
1
0
5
2
4
4
7
5
4
4
5
0
6
4
5
6
12
9
9
10
7
8
18
10
7
11
10
10
9
7
14
17
9
9
12
10
15
12
3
13
8
7
8
12
7
7
7
9
8
12
6
2
2
4
6
7
4
0
3
2
3
6
17
8
17
7
16
5
4
8
9
9
4
2
9
19
18
6
5
20
11
8
11
11
16
10
8
18
12
18
16
8
10
11
8
8
8
7
11
11
5
4
3
4
6
1
2
4
4
7
4
4
7
0
3
3
1
6
3
9
8
8
9
12
11
5
7
12
4
10
6
14
21
10
17
15
12
16
8
8
11
12
15
12
5
9
8
11
10
8
3
12
9
11
5
4
3
4
2
4
4
4
4
9
4
9
4
6
6
8
4
7
4
7
10
1
7
6
9
10
7
7
7
10
10
15
11
18
13
16
18
14
19
14
3
9
10
7
9
12
5
6
0
12
9
5
8
3
