Cases
8
16
16
16
16
16
16
18
17
17
16
16
15
15
14
14
14
14
14
14
16
10
10
11
11
24
22
21
17
17
16
15
15
16
16
15
15
15
14
14
13
13
14
15
15
15
15
14
14
14
14
15
