Cases
2
4
6
7
4
0
3
2
3
6
17
8
17
7
16
5
4
8
9
9
4
2
9
19
18
6
5
20
11
8
11
11
16
10
8
18
12
18
16
8
10
11
8
8
8
7
11
11
5
4
3
4
